Time (s),X_pos (m),Y_pos (m),Z_pos (m),Phi_rot (rad),Theta_rot (rad),Psi_rot (rad)
23.400,6.0000,6.0000,1.9206,-0.0000,0.0000,-0.0000
23.450,6.0000,6.0000,1.9206,-0.0000,0.0000,-0.0000
23.500,6.0000,6.0000,1.9206,-0.0000,0.0000,-0.0000
23.550,6.0000,6.0000,1.9206,-0.0000,0.0000,-0.0000
23.600,6.0000,6.0000,1.9206,0.0000,0.0000,-0.0000
23.650,6.0000,6.0000,1.9206,0.0000,-0.0000,-0.0000
23.700,6.0000,6.0000,1.9206,-0.0000,-0.0000,-0.0000
23.750,6.0000,6.0000,1.9206,-0.0000,0.0000,-0.0000
23.800,6.0000,6.0000,1.9206,-0.0000,0.0000,-0.0000
23.850,6.0000,6.0000,1.9206,-0.0000,0.0000,-0.0000
23.900,6.0000,6.0000,1.9206,-0.0000,-0.0000,-0.0000
23.950,6.0000,6.0000,1.9206,0.0000,-0.0000,-0.0000
24.000,6.0000,6.0000,1.9206,0.0000,0.0000,-0.0000
24.050,6.0000,6.0000,1.9206,0.0000,0.0000,-0.0000
24.100,6.0000,6.0000,1.9206,-0.0000,0.0000,-0.0000
24.150,6.0000,6.0000,1.9206,-0.0000,0.0000,-0.0000
24.200,6.0000,6.0000,1.9206,-0.0000,-0.0000,-0.0000
24.250,6.0000,6.0000,1.9206,-0.0000,-0.0000,-0.0000
24.300,6.0000,6.0000,1.9206,-0.0000,-0.0000,-0.0000
24.350,6.0000,6.0000,1.9206,-0.0000,0.0000,-0.0000
24.400,6.0000,6.0000,1.9206,-0.0000,0.0000,-0.0000
24.450,6.0000,6.0000,1.9206,-0.0000,0.0000,-0.0000
24.500,6.0000,6.0000,1.9206,-0.0000,0.0000,-0.0000
24.550,6.0000,6.0000,1.9206,0.0000,0.0000,-0.0000
24.600,6.0000,6.0000,1.9206,0.0000,-0.0000,-0.0000
24.650,6.0000,6.0000,1.9206,0.0000,-0.0000,-0.0000
24.700,6.0000,6.0000,1.9206,-0.0000,-0.0000,-0.0000
24.750,6.0000,6.0000,1.9206,0.0000,-0.0000,-0.0000
24.800,6.0000,6.0000,1.9206,0.0000,-0.0000,-0.0000
24.850,6.0000,6.0000,1.9206,0.0000,0.0000,-0.0000
24.900,6.0000,6.0000,1.9206,0.0000,0.0000,-0.0000
24.950,6.0000,6.0000,1.9206,-0.0000,0.0000,-0.0000
