Time (s),X_pos (m),Y_pos (m),Z_pos (m),Phi_rot (rad),Theta_rot (rad),Psi_rot (rad)
7.300,5.5000,5.5000,1.6395,0.0000,-0.0000,0.0000
7.400,5.5000,5.5000,1.6413,0.0000,-0.0000,0.0000
7.500,5.5000,5.5000,1.6431,0.0000,-0.0000,0.0000
7.600,5.5000,5.5000,1.6447,0.0000,-0.0000,0.0000
7.700,5.5000,5.5000,1.6462,0.0000,-0.0000,0.0000
7.800,5.5000,5.5000,1.6476,0.0000,-0.0000,0.0000
7.900,5.5000,5.5000,1.6489,0.0000,-0.0000,0.0000
8.000,5.5000,5.5000,1.6501,0.0000,-0.0000,0.0000
8.100,5.5000,5.5000,1.6512,0.0000,-0.0000,0.0000
8.200,5.5000,5.5000,1.6523,0.0000,-0.0000,0.0000
8.300,5.5000,5.5000,1.6533,0.0000,-0.0000,0.0000
8.400,5.5000,5.5000,1.6542,0.0000,-0.0000,0.0000
8.500,5.5000,5.5000,1.6551,0.0000,-0.0000,0.0000
8.600,5.5000,5.5000,1.6559,0.0000,-0.0000,0.0000
8.700,5.5000,5.5000,1.6566,0.0000,-0.0000,0.0000
8.800,5.5000,5.5000,1.6573,0.0000,-0.0000,0.0000
8.900,5.5000,5.5000,1.6580,0.0000,-0.0000,-0.0000
9.000,5.5000,5.5000,1.6586,0.0000,-0.0000,-0.0000
9.100,5.5000,5.5000,1.6592,0.0000,-0.0000,0.0000
9.200,5.5000,5.5000,1.6597,0.0000,-0.0000,0.0000
9.300,5.5000,5.5000,1.6602,0.0000,-0.0000,0.0000
9.400,5.5000,5.5000,1.6606,0.0000,-0.0000,0.0000
9.500,5.5000,5.5000,1.6611,0.0000,-0.0000,0.0000
9.600,5.5000,5.5000,1.6615,0.0000,-0.0000,0.0000
9.700,5.5000,5.5000,1.6618,0.0000,-0.0000,-0.0000
9.800,5.5000,5.5000,1.6622,0.0000,-0.0000,-0.0000
9.900,5.5000,5.5000,1.6625,0.0000,-0.0000,-0.0000
10.000,5.5000,5.5000,1.6628,0.0000,-0.0000,-0.0000
10.100,5.5000,5.5000,1.6631,0.0000,-0.0000,-0.0000
10.200,5.5000,5.5000,1.6634,0.0000,-0.0000,-0.0000
10.300,5.5000,5.5000,1.6636,0.0000,-0.0000,-0.0000
10.400,5.5000,5.5000,1.6638,0.0000,-0.0000,-0.0000
10.500,5.5000,5.5000,1.6641,0.0000,-0.0000,-0.0000
10.600,5.5000,5.5000,1.6643,0.0000,-0.0000,-0.0000
10.700,5.5000,5.5000,1.6644,0.0000,-0.0000,0.0000
10.800,5.5000,5.5000,1.6646,0.0000,-0.0000,0.0000
10.900,5.5000,5.5000,1.6648,0.0000,-0.0000,-0.0000
11.000,5.5000,5.5000,1.6649,0.0000,-0.0000,-0.0000
11.100,5.5000,5.5000,1.6651,0.0000,-0.0000,0.0000
11.200,5.5000,5.5000,1.6652,0.0000,-0.0000,-0.0000
11.300,5.5000,5.5000,1.6653,0.0000,-0.0000,-0.0000
11.400,5.5000,5.5000,1.6654,0.0000,-0.0000,-0.0000
11.500,5.5000,5.5000,1.6655,0.0000,-0.0000,-0.0000
11.600,5.5000,5.5000,1.6656,0.0000,-0.0000,-0.0000
11.700,5.5000,5.5000,1.6657,0.0000,-0.0000,-0.0000
11.800,5.5000,5.5000,1.6658,0.0000,-0.0000,-0.0000
11.900,5.5000,5.5000,1.6659,0.0000,-0.0000,-0.0000
12.000,5.5000,5.5000,1.6660,0.0000,-0.0000,0.0000
12.100,5.5000,5.5000,1.6660,0.0000,-0.0000,0.0000
12.200,5.5000,5.5000,1.6661,0.0000,-0.0000,0.0000
12.300,5.5000,5.5000,1.6662,0.0000,-0.0000,0.0000
12.400,5.5000,5.5000,1.6662,0.0000,-0.0000,0.0000
12.500,5.5000,5.5000,1.6663,0.0000,-0.0000,0.0000
12.600,5.5000,5.5000,1.6663,0.0000,-0.0000,0.0000
12.700,5.5000,5.5000,1.6664,0.0000,-0.0000,0.0000
12.800,5.5000,5.5000,1.6664,0.0000,-0.0000,0.0000
12.900,5.5000,5.5000,1.6665,0.0000,-0.0000,0.0000
13.000,5.5000,5.5000,1.6665,0.0000,-0.0000,0.0000
13.100,5.5000,5.5000,1.6665,0.0000,-0.0000,0.0000
13.200,5.5000,5.5000,1.6666,0.0000,-0.0000,-0.0000
13.300,5.5000,5.5000,1.6666,0.0000,-0.0000,-0.0000
13.400,5.5000,5.5000,1.6666,0.0000,-0.0000,0.0000
13.500,5.5000,5.5000,1.6666,0.0000,-0.0000,0.0000
13.600,5.5000,5.5000,1.6667,0.0000,-0.0000,0.0000
13.700,5.5000,5.5000,1.6667,0.0000,-0.0000,0.0000
13.800,5.5000,5.5000,1.6667,0.0000,-0.0000,0.0000
13.900,5.5000,5.5000,1.6667,0.0000,-0.0000,0.0000
14.000,5.5000,5.5000,1.6668,0.0000,-0.0000,0.0000
14.100,5.5000,5.5000,1.6668,-0.0000,-0.0000,0.0000
14.200,5.5000,5.5000,1.6668,-0.0000,-0.0000,0.0000
14.300,5.5000,5.5000,1.6668,-0.0000,-0.0000,0.0000
14.400,5.5000,5.5000,1.6668,-0.0000,0.0000,0.0000
14.500,5.5000,5.5000,1.6668,0.0000,-0.0000,0.0000
14.600,5.5000,5.5000,1.6668,0.0000,0.0000,-0.0000
14.700,5.5000,5.5000,1.6669,-0.0000,-0.0000,-0.0000
14.800,5.5000,5.5000,1.6669,0.0000,0.0000,0.0000
14.900,5.5000,5.5000,1.6669,-0.0000,0.0000,0.0000
15.000,5.5000,5.5000,1.6669,-0.0000,-0.0000,0.0000
15.100,5.5000,5.5000,1.6669,0.0000,0.0000,0.0000
15.200,5.5000,5.5000,1.6669,0.0000,0.0000,-0.0000
15.300,5.5000,5.5000,1.6669,0.0000,0.0000,-0.0000
15.400,5.5000,5.5000,1.6669,0.0000,-0.0000,0.0000
15.500,5.5000,5.5000,1.6669,-0.0000,0.0000,0.0000
15.600,5.5000,5.5000,1.6669,-0.0000,0.0000,0.0000
15.700,5.5000,5.5000,1.6669,0.0000,-0.0000,0.0000
15.800,5.5000,5.5000,1.6669,0.0000,-0.0000,0.0000
15.900,5.5000,5.5000,1.6669,0.0000,0.0000,-0.0000
16.000,5.5000,5.5000,1.6670,-0.0000,-0.0000,-0.0000
16.100,5.5000,5.5000,1.6670,0.0000,-0.0000,-0.0000
16.200,5.5000,5.5000,1.6670,0.0000,0.0000,-0.0000
16.300,5.5000,5.5000,1.6670,-0.0000,0.0000,-0.0000
16.400,5.5000,5.5000,1.6670,-0.0000,-0.0000,-0.0000
16.500,5.5000,5.5000,1.6670,-0.0000,-0.0000,0.0000
16.600,5.5000,5.5000,1.6670,0.0000,0.0000,0.0000
16.700,5.5000,5.5000,1.6670,0.0000,0.0000,0.0000
16.800,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
16.900,5.5000,5.5000,1.6670,0.0000,-0.0000,0.0000
17.000,5.5000,5.5000,1.6670,0.0000,-0.0000,0.0000
17.100,5.5000,5.5000,1.6670,-0.0000,-0.0000,0.0000
17.200,5.5000,5.5000,1.6670,-0.0000,0.0000,-0.0000
17.300,5.5000,5.5000,1.6670,-0.0000,0.0000,-0.0000
17.400,5.5000,5.5000,1.6670,0.0000,0.0000,-0.0000
17.500,5.5000,5.5000,1.6670,-0.0000,-0.0000,-0.0000
17.600,5.5000,5.5000,1.6670,-0.0000,-0.0000,-0.0000
17.700,5.5000,5.5000,1.6670,0.0000,0.0000,-0.0000
17.800,5.5000,5.5000,1.6670,0.0000,0.0000,0.0000
17.900,5.5000,5.5000,1.6670,0.0000,-0.0000,0.0000
18.000,5.5000,5.5000,1.6670,0.0000,-0.0000,0.0000
18.100,5.5000,5.5000,1.6670,-0.0000,-0.0000,0.0000
18.200,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
18.300,5.5000,5.5000,1.6670,0.0000,0.0000,0.0000
18.400,5.5000,5.5000,1.6670,0.0000,-0.0000,-0.0000
18.500,5.5000,5.5000,1.6670,-0.0000,-0.0000,-0.0000
18.600,5.5000,5.5000,1.6670,0.0000,0.0000,-0.0000
18.700,5.5000,5.5000,1.6670,0.0000,0.0000,-0.0000
18.800,5.5000,5.5000,1.6670,0.0000,0.0000,-0.0000
18.900,5.5000,5.5000,1.6670,-0.0000,-0.0000,0.0000
19.000,5.5000,5.5000,1.6670,-0.0000,-0.0000,0.0000
19.100,5.5000,5.5000,1.6670,0.0000,0.0000,0.0000
19.200,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
19.300,5.5000,5.5000,1.6670,-0.0000,0.0000,-0.0000
19.400,5.5000,5.5000,1.6670,0.0000,0.0000,-0.0000
19.500,5.5000,5.5000,1.6670,0.0000,0.0000,-0.0000
19.600,5.5000,5.5000,1.6670,0.0000,0.0000,-0.0000
19.700,5.5000,5.5000,1.6670,-0.0000,-0.0000,-0.0000
19.800,5.5000,5.5000,1.6670,-0.0000,0.0000,-0.0000
19.900,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
20.000,5.5000,5.5000,1.6670,-0.0000,-0.0000,0.0000
20.100,5.5000,5.5000,1.6670,-0.0000,-0.0000,0.0000
20.200,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
20.300,5.5000,5.5000,1.6670,0.0000,0.0000,0.0000
20.400,5.5000,5.5000,1.6670,0.0000,-0.0000,0.0000
20.500,5.5000,5.5000,1.6670,0.0000,0.0000,0.0000
20.600,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
20.700,5.5000,5.5000,1.6670,0.0000,-0.0000,0.0000
20.800,5.5000,5.5000,1.6670,0.0000,-0.0000,0.0000
20.900,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
21.000,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
21.100,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
21.200,5.5000,5.5000,1.6670,-0.0000,-0.0000,0.0000
21.300,5.5000,5.5000,1.6670,0.0000,-0.0000,0.0000
21.400,5.5000,5.5000,1.6670,0.0000,0.0000,-0.0000
21.500,5.5000,5.5000,1.6670,-0.0000,-0.0000,-0.0000
21.600,5.5000,5.5000,1.6670,0.0000,-0.0000,-0.0000
21.700,5.5000,5.5000,1.6670,0.0000,0.0000,0.0000
21.800,5.5000,5.5000,1.6670,0.0000,0.0000,0.0000
21.900,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
22.000,5.5000,5.5000,1.6670,-0.0000,-0.0000,0.0000
22.100,5.5000,5.5000,1.6670,0.0000,0.0000,0.0000
22.200,5.5000,5.5000,1.6670,0.0000,0.0000,0.0000
22.300,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
22.400,5.5000,5.5000,1.6670,0.0000,0.0000,-0.0000
22.500,5.5000,5.5000,1.6670,0.0000,-0.0000,0.0000
22.600,5.5000,5.5000,1.6670,0.0000,0.0000,0.0000
22.700,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
22.800,5.5000,5.5000,1.6670,-0.0000,-0.0000,-0.0000
22.900,5.5000,5.5000,1.6670,-0.0000,-0.0000,-0.0000
23.000,5.5000,5.5000,1.6670,-0.0000,-0.0000,0.0000
23.100,5.5000,5.5000,1.6670,0.0000,0.0000,0.0000
23.200,5.5000,5.5000,1.6670,0.0000,0.0000,0.0000
23.300,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
23.400,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
23.500,5.5000,5.5000,1.6670,-0.0000,-0.0000,0.0000
23.600,5.5000,5.5000,1.6670,-0.0000,-0.0000,0.0000
23.700,5.5000,5.5000,1.6670,-0.0000,-0.0000,0.0000
23.800,5.5000,5.5000,1.6670,0.0000,0.0000,-0.0000
23.900,5.5000,5.5000,1.6670,0.0000,0.0000,-0.0000
24.000,5.5000,5.5000,1.6670,-0.0000,0.0000,-0.0000
24.100,5.5000,5.5000,1.6670,-0.0000,-0.0000,-0.0000
24.200,5.5000,5.5000,1.6670,0.0000,-0.0000,0.0000
24.300,5.5000,5.5000,1.6670,0.0000,-0.0000,0.0000
24.400,5.5000,5.5000,1.6670,0.0000,-0.0000,0.0000
24.500,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
24.600,5.5000,5.5000,1.6670,0.0000,0.0000,0.0000
24.700,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
24.800,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
24.900,5.5000,5.5000,1.6670,-0.0000,0.0000,0.0000
