Time (s),X_pos (m),Y_pos (m),Z_pos (m),Phi_rot (rad),Theta_rot (rad),Psi_rot (rad)
2.100,5.6287,5.7953,2.1832,0.0966,-0.1641,0.0006
2.150,5.6663,5.8162,2.1992,0.0870,-0.1509,0.0009
2.200,5.7002,5.8350,2.2149,0.0782,-0.1380,0.0011
2.250,5.7307,5.8518,2.2303,0.0703,-0.1257,0.0013
2.300,5.7582,5.8669,2.2454,0.0631,-0.1140,0.0014
2.350,5.7829,5.8805,2.2602,0.0567,-0.1031,0.0014
2.400,5.8050,5.8927,2.2747,0.0509,-0.0930,0.0013
2.450,5.8250,5.9036,2.2889,0.0457,-0.0838,0.0012
2.500,5.8429,5.9134,2.3027,0.0410,-0.0753,0.0011
2.550,5.8589,5.9222,2.3163,0.0368,-0.0677,0.0010
2.600,5.8734,5.9301,2.3296,0.0331,-0.0608,0.0009
2.650,5.8863,5.9373,2.3427,0.0297,-0.0546,0.0008
2.700,5.8979,5.9436,2.3554,0.0267,-0.0490,0.0007
2.750,5.9084,5.9494,2.3678,0.0240,-0.0439,0.0006
2.800,5.9177,5.9545,2.3800,0.0215,-0.0394,0.0005
2.850,5.9261,5.9592,2.3919,0.0193,-0.0354,0.0004
2.900,5.9337,5.9633,2.4036,0.0174,-0.0317,0.0003
2.950,5.9405,5.9671,2.4150,0.0156,-0.0285,0.0003
3.000,5.9466,5.9704,2.4262,0.0140,-0.0256,0.0002
3.050,5.9520,5.9735,2.4371,0.0126,-0.0229,0.0002
3.100,5.9569,5.9762,2.4477,0.0113,-0.0206,0.0002
3.150,5.9614,5.9786,2.4582,0.0102,-0.0185,0.0001
3.200,5.9653,5.9808,2.4684,0.0092,-0.0166,0.0001
3.250,5.9689,5.9828,2.4783,0.0082,-0.0149,0.0001
3.300,5.9721,5.9845,2.4881,0.0074,-0.0134,0.0001
3.350,5.9749,5.9861,2.4976,0.0066,-0.0120,0.0001
3.400,5.9775,5.9876,2.5070,0.0060,-0.0108,0.0000
3.450,5.9798,5.9888,2.5161,0.0054,-0.0097,0.0000
3.500,5.9819,5.9900,2.5250,0.0048,-0.0087,0.0000
3.550,5.9837,5.9910,2.5338,0.0043,-0.0078,0.0000
3.600,5.9854,5.9919,2.5423,0.0039,-0.0070,0.0000
3.650,5.9869,5.9928,2.5506,0.0035,-0.0063,0.0000
3.700,5.9883,5.9935,2.5588,0.0031,-0.0057,0.0000
3.750,5.9895,5.9942,2.5668,0.0028,-0.0051,0.0000
3.800,5.9906,5.9948,2.5746,0.0025,-0.0046,0.0000
3.850,5.9915,5.9953,2.5822,0.0023,-0.0041,0.0000
3.900,5.9924,5.9958,2.5897,0.0020,-0.0037,0.0000
3.950,5.9932,5.9962,2.5970,0.0018,-0.0033,0.0000
4.000,5.9939,5.9966,2.6042,0.0016,-0.0030,0.0000
4.050,5.9945,5.9970,2.6111,0.0015,-0.0027,0.0000
4.100,5.9951,5.9973,2.6180,0.0013,-0.0024,0.0000
4.150,5.9956,5.9976,2.6246,0.0012,-0.0021,0.0000
4.200,5.9961,5.9978,2.6312,0.0011,-0.0019,0.0000
4.250,5.9965,5.9980,2.6376,0.0010,-0.0017,0.0000
4.300,5.9968,5.9982,2.6438,0.0009,-0.0015,0.0000
4.350,5.9972,5.9984,2.6499,0.0008,-0.0014,0.0000
4.400,5.9975,5.9986,2.6559,0.0007,-0.0012,0.0000
4.450,5.9977,5.9987,2.6617,0.0006,-0.0011,0.0000
4.500,5.9980,5.9989,2.6674,0.0006,-0.0010,0.0000
4.550,5.9982,5.9990,2.6730,0.0005,-0.0009,0.0000
4.600,5.9984,5.9991,2.6785,0.0004,-0.0008,0.0000
4.650,5.9985,5.9992,2.6838,0.0004,-0.0007,0.0000
4.700,5.9987,5.9993,2.6891,0.0004,-0.0006,0.0000
4.750,5.9988,5.9993,2.6942,0.0003,-0.0006,0.0000
4.800,5.9989,5.9994,2.6992,0.0003,-0.0005,0.0000
4.850,5.9991,5.9995,2.7041,0.0003,-0.0005,0.0000
4.900,5.9992,5.9995,2.7088,0.0002,-0.0004,0.0000
4.950,5.9992,5.9996,2.7135,0.0002,-0.0004,0.0000
5.000,5.9993,5.9996,2.7181,0.0002,-0.0003,0.0000
5.050,5.9994,5.9997,2.7226,0.0002,-0.0003,0.0000
5.100,5.9995,5.9997,2.7269,0.0001,-0.0003,0.0000
5.150,5.9995,5.9997,2.7312,0.0001,-0.0002,0.0000
5.200,5.9996,5.9998,2.7354,0.0001,-0.0002,0.0000
5.250,5.9996,5.9998,2.7395,0.0001,-0.0002,0.0000
5.300,5.9996,5.9998,2.7435,0.0001,-0.0002,0.0000
5.350,5.9997,5.9998,2.7474,0.0001,-0.0002,0.0000
5.400,5.9997,5.9998,2.7512,0.0001,-0.0001,0.0000
5.450,5.9997,5.9999,2.7549,0.0001,-0.0001,0.0000
5.500,5.9998,5.9999,2.7586,0.0001,-0.0001,0.0000
5.550,5.9998,5.9999,2.7622,0.0001,-0.0001,0.0000
5.600,5.9998,5.9999,2.7657,0.0000,-0.0001,0.0000
5.650,5.9998,5.9999,2.7691,0.0000,-0.0001,0.0000
5.700,5.9999,5.9999,2.7724,0.0000,-0.0001,0.0000
5.750,5.9999,5.9999,2.7757,0.0000,-0.0001,0.0000
5.800,5.9999,5.9999,2.7789,0.0000,-0.0001,0.0000
5.850,5.9999,5.9999,2.7820,0.0000,-0.0001,0.0000
5.900,5.9999,5.9999,2.7851,0.0000,-0.0000,0.0000
5.950,5.9999,6.0000,2.7881,0.0000,-0.0000,0.0000
6.000,5.9999,6.0000,2.7910,0.0000,-0.0000,0.0000
6.050,5.9999,6.0000,2.7939,0.0000,-0.0000,0.0000
6.100,5.9999,6.0000,2.7967,0.0000,-0.0000,0.0000
6.150,5.9999,6.0000,2.7994,0.0000,-0.0000,0.0000
6.200,6.0000,6.0000,2.8021,0.0000,-0.0000,0.0000
6.250,6.0000,6.0000,2.8047,0.0000,-0.0000,0.0000
6.300,6.0000,6.0000,2.8073,0.0000,-0.0000,0.0000
6.350,6.0000,6.0000,2.8098,0.0000,-0.0000,0.0000
6.400,6.0000,6.0000,2.8122,0.0000,-0.0000,0.0000
6.450,6.0000,6.0000,2.8146,0.0000,-0.0000,0.0000
6.500,6.0000,6.0000,2.8169,0.0000,-0.0000,0.0000
6.550,6.0000,6.0000,2.8192,0.0000,-0.0000,0.0000
6.600,6.0000,6.0000,2.8215,0.0000,-0.0000,0.0000
6.650,6.0000,6.0000,2.8237,0.0000,-0.0000,0.0000
6.700,6.0000,6.0000,2.8258,0.0000,-0.0000,0.0000
6.750,6.0000,6.0000,2.8279,0.0000,-0.0000,0.0000
6.800,6.0000,6.0000,2.8299,0.0000,-0.0000,0.0000
6.850,6.0000,6.0000,2.8319,0.0000,-0.0000,0.0000
6.900,6.0000,6.0000,2.8339,0.0000,-0.0000,0.0000
6.950,6.0000,6.0000,2.8358,0.0000,-0.0000,0.0000
7.000,6.0000,6.0000,2.8377,0.0000,-0.0000,0.0000
7.050,6.0000,6.0000,2.8395,0.0000,-0.0000,0.0000
7.100,6.0000,6.0000,2.8413,0.0000,-0.0000,0.0000
7.150,6.0000,6.0000,2.8431,0.0000,-0.0000,0.0000
7.200,6.0000,6.0000,2.8448,0.0000,-0.0000,0.0000
7.250,6.0000,6.0000,2.8464,0.0000,-0.0000,0.0000
7.300,6.0000,6.0000,2.8481,0.0000,-0.0000,0.0000
7.350,6.0000,6.0000,2.8497,0.0000,-0.0000,0.0000
7.400,6.0000,6.0000,2.8512,0.0000,-0.0000,0.0000
7.450,6.0000,6.0000,2.8528,0.0000,-0.0000,0.0000
7.500,6.0000,6.0000,2.8543,0.0000,-0.0000,0.0000
7.550,6.0000,6.0000,2.8557,0.0000,-0.0000,0.0000
7.600,6.0000,6.0000,2.8572,0.0000,-0.0000,0.0000
7.650,6.0000,6.0000,2.8586,0.0000,-0.0000,0.0000
7.700,6.0000,6.0000,2.8599,0.0000,-0.0000,0.0000
7.750,6.0000,6.0000,2.8613,0.0000,-0.0000,0.0000
7.800,6.0000,6.0000,2.8626,0.0000,-0.0000,0.0000
7.850,6.0000,6.0000,2.8639,0.0000,-0.0000,0.0000
7.900,6.0000,6.0000,2.8651,0.0000,-0.0000,0.0000
7.950,6.0000,6.0000,2.8663,0.0000,-0.0000,0.0000
8.000,6.0000,6.0000,2.8675,0.0000,-0.0000,0.0000
8.050,6.0000,6.0000,2.8687,0.0000,-0.0000,0.0000
8.100,6.0000,6.0000,2.8699,0.0000,-0.0000,0.0000
8.150,6.0000,6.0000,2.8710,0.0000,-0.0000,0.0000
8.200,6.0000,6.0000,2.8721,0.0000,-0.0000,0.0000
8.250,6.0000,6.0000,2.8732,0.0000,-0.0000,0.0000
8.300,6.0000,6.0000,2.8742,0.0000,-0.0000,0.0000
8.350,6.0000,6.0000,2.8752,0.0000,-0.0000,0.0000
8.400,6.0000,6.0000,2.8762,0.0000,-0.0000,0.0000
8.450,6.0000,6.0000,2.8772,0.0000,-0.0000,0.0000
8.500,6.0000,6.0000,2.8782,0.0000,-0.0000,0.0000
8.550,6.0000,6.0000,2.8791,0.0000,-0.0000,0.0000
8.600,6.0000,6.0000,2.8800,0.0000,-0.0000,0.0000
8.650,6.0000,6.0000,2.8809,0.0000,-0.0000,0.0000
8.700,6.0000,6.0000,2.8818,0.0000,-0.0000,0.0000
8.750,6.0000,6.0000,2.8827,0.0000,-0.0000,0.0000
8.800,6.0000,6.0000,2.8835,0.0000,-0.0000,0.0000
8.850,6.0000,6.0000,2.8843,0.0000,-0.0000,0.0000
8.900,6.0000,6.0000,2.8851,0.0000,-0.0000,0.0000
8.950,6.0000,6.0000,2.8859,0.0000,-0.0000,0.0000
9.000,6.0000,6.0000,2.8867,0.0000,-0.0000,0.0000
9.050,6.0000,6.0000,2.8874,0.0000,-0.0000,0.0000
9.100,6.0000,6.0000,2.8881,0.0000,-0.0000,0.0000
9.150,6.0000,6.0000,2.8889,0.0000,-0.0000,0.0000
9.200,6.0000,6.0000,2.8896,0.0000,-0.0000,0.0000
9.250,6.0000,6.0000,2.8903,0.0000,-0.0000,0.0000
9.300,6.0000,6.0000,2.8909,0.0000,-0.0000,0.0000
9.350,6.0000,6.0000,2.8916,0.0000,-0.0000,0.0000
9.400,6.0000,6.0000,2.8922,0.0000,-0.0000,0.0000
9.450,6.0000,6.0000,2.8928,0.0000,-0.0000,0.0000
9.500,6.0000,6.0000,2.8935,0.0000,-0.0000,0.0000
9.550,6.0000,6.0000,2.8941,0.0000,-0.0000,0.0000
9.600,6.0000,6.0000,2.8946,0.0000,-0.0000,0.0000
9.650,6.0000,6.0000,2.8952,0.0000,-0.0000,0.0000
9.700,6.0000,6.0000,2.8958,0.0000,-0.0000,-0.0000
9.750,6.0000,6.0000,2.8963,0.0000,-0.0000,-0.0000
9.800,6.0000,6.0000,2.8969,0.0000,-0.0000,-0.0000
9.850,6.0000,6.0000,2.8974,0.0000,-0.0000,-0.0000
9.900,6.0000,6.0000,2.8979,0.0000,-0.0000,-0.0000
9.950,6.0000,6.0000,2.8984,0.0000,-0.0000,-0.0000
10.000,6.0000,6.0000,2.8989,0.0000,-0.0000,-0.0000
10.050,6.0000,6.0000,2.8994,0.0000,-0.0000,-0.0000
10.100,6.0000,6.0000,2.8998,0.0000,-0.0000,-0.0000
10.150,6.0000,6.0000,2.9003,0.0000,-0.0000,-0.0000
10.200,6.0000,6.0000,2.9008,0.0000,-0.0000,-0.0000
10.250,6.0000,6.0000,2.9012,0.0000,-0.0000,-0.0000
10.300,6.0000,6.0000,2.9016,0.0000,-0.0000,-0.0000
10.350,6.0000,6.0000,2.9020,0.0000,-0.0000,-0.0000
10.400,6.0000,6.0000,2.9025,0.0000,-0.0000,-0.0000
10.450,6.0000,6.0000,2.9029,0.0000,-0.0000,-0.0000
10.500,6.0000,6.0000,2.9032,0.0000,-0.0000,-0.0000
10.550,6.0000,6.0000,2.9036,0.0000,-0.0000,-0.0000
10.600,6.0000,6.0000,2.9040,0.0000,-0.0000,-0.0000
10.650,6.0000,6.0000,2.9044,0.0000,-0.0000,-0.0000
10.700,6.0000,6.0000,2.9047,0.0000,-0.0000,-0.0000
10.750,6.0000,6.0000,2.9051,0.0000,-0.0000,-0.0000
10.800,6.0000,6.0000,2.9054,0.0000,-0.0000,-0.0000
10.850,6.0000,6.0000,2.9058,0.0000,-0.0000,-0.0000
10.900,6.0000,6.0000,2.9061,0.0000,-0.0000,-0.0000
10.950,6.0000,6.0000,2.9064,0.0000,-0.0000,-0.0000
11.000,6.0000,6.0000,2.9067,0.0000,-0.0000,-0.0000
11.050,6.0000,6.0000,2.9070,0.0000,-0.0000,-0.0000
11.100,6.0000,6.0000,2.9073,0.0000,-0.0000,-0.0000
11.150,6.0000,6.0000,2.9076,0.0000,-0.0000,-0.0000
11.200,6.0000,6.0000,2.9079,0.0000,-0.0000,-0.0000
11.250,6.0000,6.0000,2.9082,0.0000,-0.0000,-0.0000
11.300,6.0000,6.0000,2.9085,0.0000,-0.0000,-0.0000
11.350,6.0000,6.0000,2.9087,0.0000,-0.0000,-0.0000
11.400,6.0000,6.0000,2.9090,0.0000,-0.0000,-0.0000
11.450,6.0000,6.0000,2.9093,0.0000,-0.0000,-0.0000
11.500,6.0000,6.0000,2.9095,0.0000,-0.0000,-0.0000
11.550,6.0000,6.0000,2.9098,0.0000,-0.0000,-0.0000
11.600,6.0000,6.0000,2.9100,0.0000,-0.0000,-0.0000
11.650,6.0000,6.0000,2.9102,0.0000,-0.0000,-0.0000
11.700,6.0000,6.0000,2.9105,0.0000,-0.0000,-0.0000
11.750,6.0000,6.0000,2.9107,0.0000,-0.0000,-0.0000
11.800,6.0000,6.0000,2.9109,0.0000,-0.0000,-0.0000
11.850,6.0000,6.0000,2.9111,0.0000,-0.0000,-0.0000
11.900,6.0000,6.0000,2.9113,0.0000,-0.0000,-0.0000
11.950,6.0000,6.0000,2.9115,0.0000,-0.0000,-0.0000
12.000,6.0000,6.0000,2.9117,0.0000,-0.0000,-0.0000
12.050,6.0000,6.0000,2.9119,0.0000,-0.0000,-0.0000
12.100,6.0000,6.0000,2.9121,0.0000,-0.0000,-0.0000
12.150,6.0000,6.0000,2.9123,0.0000,-0.0000,-0.0000
12.200,6.0000,6.0000,2.9125,0.0000,-0.0000,-0.0000
12.250,6.0000,6.0000,2.9127,0.0000,-0.0000,-0.0000
12.300,6.0000,6.0000,2.9129,0.0000,-0.0000,-0.0000
12.350,6.0000,6.0000,2.9130,0.0000,-0.0000,-0.0000
12.400,6.0000,6.0000,2.9132,0.0000,-0.0000,-0.0000
12.450,6.0000,6.0000,2.9134,0.0000,-0.0000,-0.0000
12.500,6.0000,6.0000,2.9135,0.0000,-0.0000,-0.0000
12.550,6.0000,6.0000,2.9137,0.0000,-0.0000,-0.0000
12.600,6.0000,6.0000,2.9138,0.0000,-0.0000,-0.0000
12.650,6.0000,6.0000,2.9140,0.0000,-0.0000,-0.0000
12.700,6.0000,6.0000,2.9141,0.0000,-0.0000,-0.0000
12.750,6.0000,6.0000,2.9143,0.0000,-0.0000,-0.0000
12.800,6.0000,6.0000,2.9144,0.0000,-0.0000,-0.0000
12.850,6.0000,6.0000,2.9146,0.0000,-0.0000,-0.0000
12.900,6.0000,6.0000,2.9147,0.0000,-0.0000,-0.0000
12.950,6.0000,6.0000,2.9148,0.0000,-0.0000,-0.0000
13.000,6.0000,6.0000,2.9149,0.0000,-0.0000,-0.0000
13.050,6.0000,6.0000,2.9151,0.0000,-0.0000,-0.0000
13.100,6.0000,6.0000,2.9152,0.0000,-0.0000,-0.0000
13.150,6.0000,6.0000,2.9153,0.0000,-0.0000,-0.0000
13.200,6.0000,6.0000,2.9154,0.0000,-0.0000,-0.0000
13.250,6.0000,6.0000,2.9155,0.0000,-0.0000,-0.0000
13.300,6.0000,6.0000,2.9157,0.0000,-0.0000,-0.0000
13.350,6.0000,6.0000,2.9158,0.0000,-0.0000,-0.0000
13.400,6.0000,6.0000,2.9159,0.0000,-0.0000,-0.0000
13.450,6.0000,6.0000,2.9160,0.0000,-0.0000,-0.0000
13.500,6.0000,6.0000,2.9161,0.0000,-0.0000,-0.0000
13.550,6.0000,6.0000,2.9162,0.0000,-0.0000,-0.0000
13.600,6.0000,6.0000,2.9163,0.0000,-0.0000,-0.0000
13.650,6.0000,6.0000,2.9164,0.0000,-0.0000,-0.0000
13.700,6.0000,6.0000,2.9165,0.0000,-0.0000,-0.0000
13.750,6.0000,6.0000,2.9166,0.0000,-0.0000,-0.0000
13.800,6.0000,6.0000,2.9167,0.0000,-0.0000,-0.0000
13.850,6.0000,6.0000,2.9167,0.0000,-0.0000,-0.0000
13.900,6.0000,6.0000,2.9168,0.0000,-0.0000,-0.0000
13.950,6.0000,6.0000,2.9169,0.0000,-0.0000,-0.0000
14.000,6.0000,6.0000,2.9170,0.0000,-0.0000,-0.0000
14.050,6.0000,6.0000,2.9171,0.0000,-0.0000,-0.0000
14.100,6.0000,6.0000,2.9172,0.0000,-0.0000,-0.0000
14.150,6.0000,6.0000,2.9172,0.0000,-0.0000,-0.0000
14.200,6.0000,6.0000,2.9173,0.0000,-0.0000,-0.0000
14.250,6.0000,6.0000,2.9174,0.0000,-0.0000,-0.0000
14.300,6.0000,6.0000,2.9175,0.0000,-0.0000,-0.0000
14.350,6.0000,6.0000,2.9175,0.0000,-0.0000,-0.0000
14.400,6.0000,6.0000,2.9176,0.0000,-0.0000,-0.0000
14.450,6.0000,6.0000,2.9177,0.0000,-0.0000,-0.0000
14.500,6.0000,6.0000,2.9177,0.0000,-0.0000,-0.0000
14.550,6.0000,6.0000,2.9178,0.0000,-0.0000,-0.0000
14.600,6.0000,6.0000,2.9179,0.0000,-0.0000,-0.0000
14.650,6.0000,6.0000,2.9179,0.0000,-0.0000,-0.0000
14.700,6.0000,6.0000,2.9180,0.0000,-0.0000,-0.0000
14.750,6.0000,6.0000,2.9180,0.0000,-0.0000,-0.0000
14.800,6.0000,6.0000,2.9181,0.0000,-0.0000,-0.0000
14.850,6.0000,6.0000,2.9182,0.0000,-0.0000,-0.0000
14.900,6.0000,6.0000,2.9182,0.0000,-0.0000,-0.0000
14.950,6.0000,6.0000,2.9183,0.0000,-0.0000,-0.0000
15.000,6.0000,6.0000,2.9183,0.0000,-0.0000,-0.0000
15.050,6.0000,6.0000,2.9184,0.0000,-0.0000,-0.0000
15.100,6.0000,6.0000,2.9184,0.0000,-0.0000,-0.0000
15.150,6.0000,6.0000,2.9185,0.0000,-0.0000,-0.0000
15.200,6.0000,6.0000,2.9185,0.0000,-0.0000,-0.0000
15.250,6.0000,6.0000,2.9186,0.0000,-0.0000,-0.0000
15.300,6.0000,6.0000,2.9186,0.0000,-0.0000,-0.0000
15.350,6.0000,6.0000,2.9187,0.0000,-0.0000,-0.0000
15.400,6.0000,6.0000,2.9187,0.0000,-0.0000,-0.0000
15.450,6.0000,6.0000,2.9187,0.0000,-0.0000,-0.0000
15.500,6.0000,6.0000,2.9188,0.0000,-0.0000,-0.0000
15.550,6.0000,6.0000,2.9188,0.0000,-0.0000,-0.0000
15.600,6.0000,6.0000,2.9189,0.0000,-0.0000,-0.0000
15.650,6.0000,6.0000,2.9189,0.0000,-0.0000,-0.0000
15.700,6.0000,6.0000,2.9189,0.0000,-0.0000,-0.0000
15.750,6.0000,6.0000,2.9190,0.0000,-0.0000,-0.0000
15.800,6.0000,6.0000,2.9190,0.0000,-0.0000,-0.0000
15.850,6.0000,6.0000,2.9191,0.0000,-0.0000,-0.0000
15.900,6.0000,6.0000,2.9191,0.0000,-0.0000,-0.0000
15.950,6.0000,6.0000,2.9191,0.0000,-0.0000,-0.0000
16.000,6.0000,6.0000,2.9192,0.0000,-0.0000,-0.0000
16.050,6.0000,6.0000,2.9192,0.0000,-0.0000,-0.0000
16.100,6.0000,6.0000,2.9192,0.0000,-0.0000,-0.0000
16.150,6.0000,6.0000,2.9193,0.0000,-0.0000,-0.0000
16.200,6.0000,6.0000,2.9193,0.0000,-0.0000,-0.0000
16.250,6.0000,6.0000,2.9193,-0.0000,-0.0000,-0.0000
16.300,6.0000,6.0000,2.9193,-0.0000,-0.0000,-0.0000
16.350,6.0000,6.0000,2.9194,-0.0000,-0.0000,-0.0000
16.400,6.0000,6.0000,2.9194,-0.0000,-0.0000,-0.0000
16.450,6.0000,6.0000,2.9194,-0.0000,-0.0000,-0.0000
16.500,6.0000,6.0000,2.9195,-0.0000,0.0000,-0.0000
16.550,6.0000,6.0000,2.9195,-0.0000,0.0000,-0.0000
16.600,6.0000,6.0000,2.9195,-0.0000,0.0000,-0.0000
16.650,6.0000,6.0000,2.9195,-0.0000,0.0000,-0.0000
16.700,6.0000,6.0000,2.9196,-0.0000,0.0000,-0.0000
16.750,6.0000,6.0000,2.9196,-0.0000,0.0000,-0.0000
16.800,6.0000,6.0000,2.9196,-0.0000,-0.0000,-0.0000
16.850,6.0000,6.0000,2.9196,-0.0000,-0.0000,-0.0000
16.900,6.0000,6.0000,2.9196,0.0000,-0.0000,-0.0000
16.950,6.0000,6.0000,2.9197,-0.0000,-0.0000,-0.0000
17.000,6.0000,6.0000,2.9197,0.0000,-0.0000,-0.0000
17.050,6.0000,6.0000,2.9197,0.0000,-0.0000,-0.0000
17.100,6.0000,6.0000,2.9197,0.0000,-0.0000,-0.0000
17.150,6.0000,6.0000,2.9198,-0.0000,-0.0000,-0.0000
17.200,6.0000,6.0000,2.9198,-0.0000,-0.0000,-0.0000
17.250,6.0000,6.0000,2.9198,-0.0000,0.0000,-0.0000
17.300,6.0000,6.0000,2.9198,-0.0000,0.0000,-0.0000
17.350,6.0000,6.0000,2.9198,-0.0000,-0.0000,-0.0000
17.400,6.0000,6.0000,2.9198,0.0000,0.0000,-0.0000
17.450,6.0000,6.0000,2.9199,-0.0000,0.0000,-0.0000
17.500,6.0000,6.0000,2.9199,0.0000,0.0000,-0.0000
17.550,6.0000,6.0000,2.9199,0.0000,0.0000,-0.0000
17.600,6.0000,6.0000,2.9199,0.0000,-0.0000,-0.0000
17.650,6.0000,6.0000,2.9199,0.0000,-0.0000,-0.0000
17.700,6.0000,6.0000,2.9199,0.0000,-0.0000,-0.0000
17.750,6.0000,6.0000,2.9200,0.0000,0.0000,-0.0000
17.800,6.0000,6.0000,2.9200,0.0000,0.0000,-0.0000
17.850,6.0000,6.0000,2.9200,0.0000,0.0000,-0.0000
17.900,6.0000,6.0000,2.9200,0.0000,-0.0000,-0.0000
17.950,6.0000,6.0000,2.9200,0.0000,0.0000,-0.0000
18.000,6.0000,6.0000,2.9200,0.0000,0.0000,-0.0000
18.050,6.0000,6.0000,2.9201,0.0000,0.0000,-0.0000
18.100,6.0000,6.0000,2.9201,0.0000,0.0000,-0.0000
18.150,6.0000,6.0000,2.9201,-0.0000,0.0000,-0.0000
18.200,6.0000,6.0000,2.9201,-0.0000,0.0000,-0.0000
18.250,6.0000,6.0000,2.9201,-0.0000,0.0000,-0.0000
18.300,6.0000,6.0000,2.9201,0.0000,-0.0000,-0.0000
18.350,6.0000,6.0000,2.9201,-0.0000,-0.0000,-0.0000
18.400,6.0000,6.0000,2.9201,-0.0000,0.0000,-0.0000
18.450,6.0000,6.0000,2.9201,-0.0000,-0.0000,-0.0000
18.500,6.0000,6.0000,2.9202,-0.0000,-0.0000,-0.0000
18.550,6.0000,6.0000,2.9202,0.0000,-0.0000,-0.0000
18.600,6.0000,6.0000,2.9202,0.0000,-0.0000,-0.0000
18.650,6.0000,6.0000,2.9202,0.0000,-0.0000,-0.0000
18.700,6.0000,6.0000,2.9202,-0.0000,-0.0000,-0.0000
18.750,6.0000,6.0000,2.9202,0.0000,-0.0000,-0.0000
18.800,6.0000,6.0000,2.9202,0.0000,-0.0000,-0.0000
18.850,6.0000,6.0000,2.9202,0.0000,0.0000,-0.0000
18.900,6.0000,6.0000,2.9202,0.0000,0.0000,-0.0000
18.950,6.0000,6.0000,2.9202,-0.0000,0.0000,-0.0000
19.000,6.0000,6.0000,2.9203,0.0000,0.0000,-0.0000
19.050,6.0000,6.0000,2.9203,0.0000,0.0000,-0.0000
19.100,6.0000,6.0000,2.9203,0.0000,-0.0000,-0.0000
19.150,6.0000,6.0000,2.9203,0.0000,-0.0000,-0.0000
19.200,6.0000,6.0000,2.9203,0.0000,-0.0000,-0.0000
19.250,6.0000,6.0000,2.9203,-0.0000,-0.0000,-0.0000
19.300,6.0000,6.0000,2.9203,-0.0000,-0.0000,-0.0000
19.350,6.0000,6.0000,2.9203,-0.0000,-0.0000,-0.0000
19.400,6.0000,6.0000,2.9203,0.0000,0.0000,-0.0000
19.450,6.0000,6.0000,2.9203,-0.0000,-0.0000,-0.0000
